Status,Name,Date,Contents
Hurricane,Charley,2004-08-13T10:00:00Z,"
000
WTNT51 KNHC 130958
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
6 AM EDT FRI AUG 13 2004
 
AT 6 AM EDT....1100Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 24.0 NORTH...LONGITUDE 82.9 WEST OR ABOUT 85 MILES
WEST-SOUTHWEST OF KEY WEST FLORIDA.
 
FORECASTER AVILA
 
 
$$
"
Hurricane,Charley,2004-08-13T12:00:00Z,"
000
WTNT51 KNHC 131158
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
8 AM EDT FRI AUG 13 2004
 
AT 8 AM EDT....1200Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 24.4 NORTH...LONGITUDE 82.9 WEST OR ABOUT 75 MILES
WEST OF KEY WEST FLORIDA.
 
FORECASTER LAWRENCE
 
 
$$
"
Hurricane,Charley,2004-08-13T14:00:00Z,"
000
WTNT51 KNHC 131356
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
10 AM EDT FRI AUG 13 2004
 
AT 10 AM EDT....1400Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 24.9 NORTH...LONGITUDE 82.8 WEST OR ABOUT 75 MILES
WEST-NORTHWEST OF KEY WEST FLORIDA.
 
FORECASTER LAWRENCE/BROWN
 
 
$$
"
Hurricane,Charley,2004-08-13T19:00:00Z,"
000
WTNT51 KNHC 131857
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
3 PM EDT FRI AUG 13 2004
 
AT 3 PM EDT....1900Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 26.4 NORTH...LONGITUDE 82.3 WEST OR ABOUT 25 MILES
WEST-SOUTHWEST OF FORT MYERS FLORIDA.  THIS POSITION IS ALSO ABOUT
10 MILES WEST OF THE WEST END OF SANIBEL ISLAND.
 
FORECASTER LAWRENCE/BROWN
 
 
$$
"
Hurricane,Charley,2004-08-13T20:00:00Z,"
000
WTNT51 KNHC 132001
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
4 PM EDT FRI AUG 13 2004
 
AT 4 PM EDT....2000Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 26.7 NORTH...LONGITUDE 82.2 WEST OR ABOUT 20 MILES
WEST-NORTHWEST OF FORT MYERS FLORIDA.  THIS POSITION IS ALSO NEAR LA
COSTA ISLAND BETWEEN CAPTIVA AND BOCA GRANDE. 
 
FORECASTER LAWRENCE/BROWN
 
 
$$
"
Hurricane,Charley,2004-08-13T22:00:00Z,"
000
WTNT51 KNHC 132154
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
6 PM EDT FRI AUG 13 2004
 
AT 6 PM EDT....2200Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 27.4 NORTH...LONGITUDE 81.9 WEST OR ABOUT 85 MILES
SOUTH-SOUTHWEST OF ORLANDO FLORIDA.  THIS POSITION IS ALSO ABOUT 15
MILES NORTH-NORTHWEST OF ARCADIA FLORIDA. 
 
FORECASTER BEVEN/COBB
 
 
$$
"
Hurricane,Charley,2004-08-14T00:00:00Z,"
000
WTNT51 KNHC 132355
TCEAT 
HURRICANE CHARLEY POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL
8 PM EDT FRI AUG 13 2004
 
AT 8 PM EDT....0000Z...THE EYE OF HURRICANE CHARLEY WAS ESTIMATED
NEAR LATITUDE 28.0 NORTH...LONGITUDE 81.6 WEST OR ABOUT 40 MILES
SOUTH-SOUTHWEST OF ORLANDO FLORIDA.  THIS POSITION IS ALSO ABOUT 10
MILES EAST OF WINTER HAVEN FLORIDA. 
 
FORECASTER BEVEN/COBB
 
 
$$
"
Hurricane,Dolly,2008-07-23T07:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
200 AM CDT WED JUL 23 2008

AT 2 AM CDT THE CENTER OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 25.4 NORTH...LONGITUDE 96.3 WEST OR ABOUT 80 MILES...135
KM...EAST-SOUTHEAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER PASCH

NNNN
"
Hurricane,Dolly,2008-07-23T08:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
300 AM CDT WED JUL 23 2008

AT 3 AM CDT THE CENTER OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 25.5 NORTH...LONGITUDE 96.4 WEST OR ABOUT 75 MILES...120
KM...EAST-SOUTHEAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER PASCH

NNNN
"
Hurricane,Dolly,2008-07-23T10:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
500 AM CDT WED JUL 23 2008

AT 5 AM CDT THE CENTER OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 25.7 NORTH...LONGITUDE 96.5 WEST OR ABOUT 65 MILES...105
KM...EAST-SOUTHEAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER PASCH

NNNN
"
Hurricane,Dolly,2008-07-23T12:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
700 AM CDT WED JUL 23 2008

AT 7 AM CDT THE CENTER OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 25.9 NORTH...LONGITUDE 96.8 WEST OR ABOUT 45 MILES...70
KM...EAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER AVILA

NNNN
"
Hurricane,Dolly,2008-07-23T14:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
900 AM CDT WED JUL 23 2008

AT 9 AM CDT THE CENTER OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 25.9 NORTH...LONGITUDE 96.9 WEST OR ABOUT 40 MILES...65
KM...EAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER AVILA

NNNN
"
Hurricane,Dolly,2008-07-23T16:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
1100 AM CDT WED JUL 23 2008

AT 11 AM CDT THE CENTER OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 26.2 NORTH...LONGITUDE 97.0 WEST OR ABOUT 35 MILES...60
KM...NORTHEAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER AVILA

NNNN
"
Hurricane,Dolly,2008-07-23T18:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE DOLLY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042008
100 PM CDT WED JUL 23 2008

AT 1 PM CDT THE EYE OF HURRICANE DOLLY WAS ESTIMATED NEAR
LATITUDE 26.3 NORTH...LONGITUDE 97.2 WEST...MAKING LANDFALL ON SOUTH
PADRE ISLAND...ABOUT 35 MILES...60 KM...NORTHEAST OF BROWNSVILLE
TEXAS OR 40 MILES...65 KM...EAST-SOUTHEAST OF RAYMONDVILLE.
 
$$
FORECASTER AVILA

NNNN
"
Tropical Storm,Fay,2008-08-19T16:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM CCA
TROPICAL STORM FAY TROPICAL CYCLONE POSITION ESTIMATE...CORRECTED
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL062008
1200 PM EDT TUE AUG 19 2008

...CORRECTION FOR LATITUDE

AT 12 PM EDT...1600 UTC...THE CENTER OF TROPICAL STORM FAY WAS 
ESTIMATED NEAR LATITUDE 26.7 NORTH...LONGITUDE 81.3 WEST OR ABOUT
20 MILES...30 KM...SOUTHWEST OF MOORE HAVEN FLORIDA.
 

$$
FORECASTER AVILA
 
 
NNNN
"
Tropical Storm,Fay,2008-08-19T18:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM FAY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL062008
200 PM EDT TUE AUG 19 2008

AT 2 PM EDT...1800 UTC...THE CENTER OF TROPICAL STORM FAY WAS 
ESTIMATED NEAR LATITUDE 27.0 NORTH...LONGITUDE 81.1 WEST. THIS
POSITION IS NEAR LAKEPORT FLORIDA AND ALSO ABOUT 25 MILES...40 KM...
SOUTHWEST OF OKEECHOBEE FLORIDA.
 

$$
FORECASTER STEWART/AVILA
 
 
NNNN
"
Tropical Storm,Fay,2008-08-19T20:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM FAY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL062008
400 PM EDT TUE AUG 19 2008

AT 4 PM EDT...2000 UTC...THE CENTER OF TROPICAL STORM FAY WAS 
ESTIMATED NEAR LATITUDE 27.2 NORTH...LONGITUDE 81.1 WEST. THIS
POSITION IS ABOUT 15 MILES...25 KM...WEST OF OKEECHOBEE FLORIDA.
 

$$
FORECASTER STEWART/AVILA
 
 
NNNN
"
Tropical Storm,Fay,2008-08-19T22:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM FAY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL062008
600 PM EDT TUE AUG 19 2008

AT 6 PM EDT...2200 UTC...THE CENTER OF TROPICAL STORM FAY WAS 
ESTIMATED NEAR LATITUDE 27.4 NORTH...LONGITUDE 80.9 WEST. THIS
POSITION IS ABOUT 50 MILES...85 KM...SOUTH-SOUTHWEST OF MELBOURNE
FLORIDA.

$$
FORECASTER PASCH/RHOME
 
NNNN
"
Tropical Storm,Fay,2008-08-20T00:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM FAY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL062008
800 PM EDT TUE AUG 19 2008

AT 8 PM EDT...0000 UTC...THE CENTER OF TROPICAL STORM FAY WAS 
ESTIMATED NEAR LATITUDE 27.5 NORTH...LONGITUDE 80.9 WEST.  THIS
POSITION IS ABOUT 45 MILES...75 KM...SOUTH-SOUTHWEST OF MELBOURNE
FLORIDA.

$$
FORECASTER PASCH
 
NNNN
"
Tropical Storm,Fay,2008-08-20T02:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM FAY TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL062008
1000 PM EDT TUE AUG 19 2008

AT 10 PM EDT...0200 UTC...THE CENTER OF TROPICAL STORM FAY WAS 
ESTIMATED NEAR LATITUDE 27.6 NORTH...LONGITUDE 80.7 WEST.  THIS
POSITION IS ABOUT 35 MILES...55 KM...SOUTH-SOUTHWEST OF MELBOURNE
FLORIDA.

$$
FORECASTER PASCH/RHOME
 
NNNN
"
Hurricane,Gustav,2008-09-01T07:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
200 AM CDT MON SEP 01 2008

AT 2 AM CDT...0700 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 28.1 NORTH...LONGITUDE 89.1 WEST OR ABOUT
145 MILES...235 KM...SOUTH-SOUTHEAST OF NEW ORLEANS LOUISIANA AND
ABOUT 95 MILES...155 KM...SOUTHEAST OF PORT FOURCHON LOUISIANA. 
 
$$
FORECASTER PASCH/BERG
 
 
NNNN
"
Hurricane,Gustav,2008-09-01T08:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
300 AM CDT MON SEP 01 2008

AT 3 AM CDT...0800 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 28.3 NORTH...LONGITUDE 89.3 WEST OR ABOUT
125 MILES...205 KM...SOUTH-SOUTHEAST OF NEW ORLEANS LOUISIANA AND
ABOUT 80 MILES...125 KM...SOUTHEAST OF PORT FOURCHON LOUISIANA. 
 
$$
FORECASTER PASCH/BERG
 
 
NNNN
"
Hurricane,Gustav,2008-09-01T09:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
400 AM CDT MON SEP 01 2008
 
              ...WARNING...
...HEADER INFORMATION WAS OBTAINED FROM THE
...LAST OFFICIAL FORECAST FILE. CHECK THE
...HEADER BLOCK CAREFULLY, ESPECIALLY THE
...SYSTEM STATUS AND THE TIME-DATE LINE
 
 
******** TCE EXAMPLE ********
 
AT 11 AM EDT THE CENTER OF HURRICANE GLORIA
WAS ESTIMATED NEAR LATITUDE 40.6 NORTH...
LONGITUDE 73.2 WEST OR ABOUT 25 MILES SOUTH OF
FIRE ISLAND NEW YORK.
 
******** END EXAMPLE ********
 
 
$$
FORECASTER [YOUR LAST NAME]
 
 
NNNN
"
Hurricane,Gustav,2008-09-01T10:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
500 AM CDT MON SEP 01 2008

AT 5 AM CDT...1000 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 28.6 NORTH...LONGITUDE 89.8 WEST OR ABOUT
100 MILES...160 KM...SOUTH OF NEW ORLEANS LOUISIANA AND
ABOUT 40 MILES...70 KM...SOUTHEAST OF PORT FOURCHON LOUISIANA. 

WITHIN THE PAST HOUR...A STATION IN SOUTHWEST PASS LOUISIANA
REPORTED A SUSTAINED WIND OF 91 MPH...147 KM/HR WITH A GUST TO 117
MPH...189 KM/HR...AT AN ELEVATION OF 79 FEET ABOVE SEA LEVEL.
 
$$
FORECASTER PASCH/BERG
 
NNNN
"
Hurricane,Gustav,2008-09-01T12:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
700 AM CDT MON SEP 01 2008

AT 7 AM CDT...1200 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 28.8 NORTH...LONGITUDE 90.3 WEST OR ABOUT
85 MILES...135 KM...SOUTH OF NEW ORLEANS LOUISIANA AND
ABOUT 20 MILES...35 KM...SOUTH-SOUTHWEST OF PORT FOURCHON LOUISIANA. 

THE NATIONAL OCEAN SERVICE STATION AT GRAND ISLE LOUISIANA RECENTLY
REPORTED SUSTAINED WINDS OF 67 MPH...108 KM/HR...WITH A GUST TO 86
MPH...139 KM/HR.

$$
FORECASTER BEVEN
 
NNNN
"
Hurricane,Gustav,2008-09-01T14:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
900 AM CDT MON SEP 01 2008

AT 9 AM CDT...1200 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 29.0 NORTH...LONGITUDE 90.5 WEST OR ABOUT
75 MILES...135 KM...SOUTH OF NEW ORLEANS LOUISIANA AND
ABOUT 15 MILES...35 KM...SOUTH-SOUTHEAST OF COCODRIE LOUISIANA. 

DURING THE LAST HOUR...THE NAVAL AIR STATION AT BELLE CHASSE
LOUISIANA REPORTED A WIND GUST OF 73 MPH...117 KM/HR.

$$
FORECASTER BEVEN
 
NNNN
"
Hurricane,Gustav,2008-09-01T16:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
1100 AM CDT MON SEP 01 2008

AT 11 AM CDT...1600 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 29.4 NORTH...LONGITUDE 91.0 WEST OR ABOUT
70 MILES...110 KM...SOUTH OF NEW ORLEANS LOUISIANA AND
ABOUT 25 MILES...40 KM...WEST-NORTHWEST OF COCODRIE LOUISIANA. 

DURING THE LAST HOUR...THE NATIONAL OCEAN SERVICE AUTOMATED STATION
AT SHELL BEACH LOUISIANA REPORTED A WIND GUST OF 71 MPH...
115 KM/HR.

$$
FORECASTER BEVEN
 
NNNN
"
Hurricane,Gustav,2008-09-01T18:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
100 PM CDT MON SEP 01 2008

AT 1 PM CDT...1800 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 29.7 NORTH...LONGITUDE 91.3 WEST OR ABOUT
55 MILES...90 KM...SOUTHEAST OF LAFAYETTE LOUISIANA AND NEAR MORGAN
CITY LOUISIANA.

DURING THE LAST HOUR...THE NATIONAL OCEAN SERVICE AUTOMATED STATION
AT AMERADA PASS LOUISIANA REPORTED SUSTAINED WINDS OF 61 MPH...98
KM/HR...AND A WIND GUST OF 82 MPH...132 KM/HR.

$$
FORECASTER BEVEN
 
NNNN
"
Hurricane,Gustav,2008-09-01T20:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
300 PM CDT MON SEP 01 2008

AT 3 PM CDT...2000 UTC...THE CENTER OF HURRICANE GUSTAV WAS
ESTIMATED NEAR LATITUDE 30.2 NORTH...LONGITUDE 91.7 WEST OR ABOUT
20 MILES...30 KM...EAST OF LAFAYETTE LOUISIANA.

DURING THE LAST HOUR...BATON ROUGE LOUISIANA REPORTED SUSTAINED
WINDS OF 56 MPH...91 KM/HR...WITH A GUST OF 91 MPH...146 KM/HR.

$$
FORECASTER BEVEN
 
NNNN
"
Hurricane,Ike,2008-09-12T22:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE IKE TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL092008
500 PM CDT FRI SEP 12 2008

AT 5 PM CDT...2200Z...THE CENTER OF LARGE HURRICANE IKE WAS
ESTIMATED BY NOAA DOPPLER WEATHER RADARS AND AN AIR FORCE RESERVE
RECONNAISSANCE AIRCRAFT TO BE NEAR LATITUDE 28.2 NORTH...LONGITUDE
73.8 WEST OR ABOUT 100 MILES...160 KM...SOUTHEAST OF GALVESTON
TEXAS. 
 
$$
FORECASTER STEWART
 
 
NNNN
"
