Key,Name,Wind,StartDate,EndDate
EP071998,Frank,35,1998-08-06T21:00:00Z,1998-08-10T03:00:00Z
EP071999,Dora,120,1999-08-06T03:00:00Z,1999-08-20T03:00:00Z
EP072000,Emilia,55,2000-07-26T15:00:00Z,2000-07-30T03:00:00Z
EP072001,Flossie,90,2001-08-26T09:00:00Z,2001-09-02T03:00:00Z
EP072002,Seven-E,30,2002-08-06T09:00:00Z,2002-08-08T03:00:00Z
EP072003,Guillermo,50,2003-08-07T15:00:00Z,2003-08-12T21:00:00Z
EP072004,Estelle,55,2004-08-19T09:00:00Z,2004-08-21T03:00:00Z
EP072005,Greg,45,2005-08-11T11:00:00Z,2005-08-15T21:00:00Z
EP072006,Fabio,45,2006-07-31T21:00:00Z,2006-08-03T21:00:00Z
EP072007,Dalila,50,2007-07-22T03:00:00Z,2007-07-27T15:00:00Z
EP072008,Fausto,85,2008-07-16T09:00:00Z,2008-07-22T21:00:00Z
EP072009,Enrique,50,2009-08-03T21:00:00Z,2009-08-07T21:00:00Z
EP072010,Estelle,55,2010-08-06T03:00:00Z,2010-08-10T15:00:00Z
EP072011,Greg,75,2011-08-16T21:00:00Z,2011-08-21T15:00:00Z
EP072012,Gilma,70,2012-08-07T09:00:00Z,2012-08-11T21:00:00Z
EP072013,Gil,75,2013-07-30T15:00:00Z,2013-08-06T03:00:00Z
EP072014,Genevieve,40,2014-07-25T09:00:00Z,2014-07-27T09:00:00Z
EP072015,Felicia,35,2015-07-23T09:00:00Z,2015-07-25T03:00:00Z
EP072016,Frank,75,2016-07-21T21:00:00Z,2016-07-28T21:00:00Z
EP081998,Georgette,100,1998-08-11T09:00:00Z,1998-08-17T03:00:00Z
EP081999,Eugene,95,1999-08-06T17:00:00Z,1999-08-15T21:00:00Z
EP082000,Fabio,45,2000-08-03T15:00:00Z,2000-08-06T21:00:00Z
EP082001,Gil,85,2001-09-04T09:00:00Z,2001-09-09T21:00:00Z
EP082002,Fausto,125,2002-08-21T17:00:00Z,2002-08-27T21:00:00Z
EP082003,Hilda,35,2003-08-09T09:00:00Z,2003-08-13T15:00:00Z
EP082004,Frank,75,2004-08-23T09:00:00Z,2004-08-26T15:00:00Z
EP082005,Hilary,90,2005-08-19T15:00:00Z,2005-08-25T21:00:00Z
EP082006,Gilma,35,2006-08-01T03:00:00Z,2006-08-03T21:00:00Z
EP082007,Erick,35,2007-07-31T21:00:00Z,2007-08-02T21:00:00Z
EP082008,Genevieve,65,2008-07-21T15:00:00Z,2008-07-27T15:00:00Z
EP082009,Felicia,120,2009-08-04T03:00:00Z,2009-08-08T15:00:00Z
EP082010,Eight-E,30,2010-08-20T12:30:00Z,2010-08-22T03:00:00Z
EP082011,Eight-E,30,2011-08-31T15:00:00Z,2011-09-01T03:00:00Z
EP082012,Hector,40,2012-08-11T17:00:00Z,2012-08-17T09:00:00Z
EP082013,Henriette,90,2013-08-03T15:00:00Z,2013-08-09T03:00:00Z
EP082014,Hernan,65,2014-07-26T09:00:00Z,2014-07-29T15:00:00Z
EP082015,Eight-E,30,2015-07-27T21:00:00Z,2015-07-30T15:00:00Z
EP082016,Georgette,115,2016-07-21T21:00:00Z,2016-07-27T15:00:00Z
EP091998,Howard,130,1998-08-21T09:00:00Z,1998-08-29T21:00:00Z
EP091999,Nine-E,30,1999-08-13T21:00:00Z,1999-08-15T03:00:00Z
EP092000,Gilma,70,2000-08-05T03:00:00Z,2000-08-11T03:00:00Z
EP092001,Henriette,55,2001-09-04T15:00:00Z,2001-09-08T15:00:00Z
EP092002,Genevieve,60,2002-08-26T03:00:00Z,2002-09-01T09:00:00Z
EP092003,Ignacio,90,2003-08-22T12:00:00Z,2003-08-27T21:00:00Z
EP092004,Nine-E,30,2004-08-23T21:00:00Z,2004-08-26T15:00:00Z
EP092005,Irwin,45,2005-08-25T21:00:00Z,2005-08-28T15:00:00Z
EP092006,Hector,90,2006-08-15T21:00:00Z,2006-08-23T03:00:00Z
EP092007,Flossie,115,2007-08-08T21:00:00Z,2007-08-11T15:00:00Z
EP092008,Hernan,105,2008-08-06T21:00:00Z,2008-08-13T03:00:00Z
EP092009,Nine-E,30,2009-08-09T21:00:00Z,2009-08-13T03:00:00Z
EP092010,Frank,80,2010-08-21T21:00:00Z,2010-08-28T15:00:00Z
EP092011,Hilary,125,2011-09-21T09:00:00Z,2011-09-30T21:00:00Z
EP092012,Ileana,75,2012-08-27T21:00:00Z,2012-09-02T15:00:00Z
EP092013,Ivo,40,2013-08-22T15:00:00Z,2013-08-25T21:00:00Z
EP092014,Iselle,120,2014-07-31T21:00:00Z,2014-08-05T15:00:00Z
EP092015,Guillermo,90,2015-07-30T03:00:00Z,2015-08-01T21:00:00Z
EP092016,Howard,50,2016-07-31T16:30:00Z,2016-08-03T21:00:00Z
EP101998,Isis,65,1998-09-01T21:00:00Z,1998-09-03T15:00:00Z
EP101999,Fernanda,55,1999-08-17T15:00:00Z,1999-08-22T15:00:00Z
EP102000,Hector,65,2000-08-10T21:00:00Z,2000-08-16T21:00:00Z
EP102001,Ivo,45,2001-09-10T21:00:00Z,2001-09-14T21:00:00Z
EP102002,Hernan,140,2002-08-30T09:00:00Z,2002-09-06T15:00:00Z
EP102003,Jimena,85,2003-08-28T09:00:00Z,2003-08-30T09:00:00Z
EP102004,Georgette,50,2004-08-26T15:00:00Z,2004-08-30T15:00:00Z
EP102005,Jova,90,2005-09-12T03:00:00Z,2005-09-18T03:00:00Z
EP102006,Ileana,105,2006-08-21T18:00:00Z,2006-08-27T15:00:00Z
EP102007,Gil,40,2007-08-29T15:00:00Z,2007-09-02T15:00:00Z
EP102008,Iselle,45,2008-08-13T15:00:00Z,2008-08-17T03:00:00Z
EP102009,Guillermo,110,2009-08-12T16:00:00Z,2009-08-16T21:00:00Z
EP102010,Ten-E,30,2010-09-03T09:00:00Z,2010-09-04T09:00:00Z
EP102011,Jova,110,2011-10-06T03:00:00Z,2011-10-13T03:00:00Z
EP102012,John,35,2012-09-02T21:00:00Z,2012-09-04T21:00:00Z
EP102013,Juliette,45,2013-08-28T21:00:00Z,2013-08-30T03:00:00Z
EP102014,Julio,100,2014-08-04T03:00:00Z,2014-08-08T03:00:00Z
EP102015,Hilda,90,2015-08-06T03:00:00Z,2015-08-08T03:00:00Z
EP102016,Ivette,50,2016-08-02T21:00:00Z,2016-08-08T03:00:00Z
EP111998,Javier,40,1998-09-07T15:00:00Z,1998-09-11T21:00:00Z
EP111999,Eleven-E,30,1999-08-23T21:00:00Z,1999-08-24T21:00:00Z
EP112000,Ileana,60,2000-08-13T21:00:00Z,2000-08-17T03:00:00Z
EP112001,Juliette,125,2001-09-21T18:00:00Z,2001-10-03T03:00:00Z
EP112002,Eleven-E,30,2002-09-05T21:00:00Z,2002-09-08T15:00:00Z
EP112003,Kevin,35,2003-09-03T15:00:00Z,2003-09-06T03:00:00Z
EP112004,Howard,120,2004-08-30T21:00:00Z,2004-09-05T15:00:00Z
EP112005,Kenneth,115,2005-09-14T21:00:00Z,2005-09-26T03:00:00Z
EP112006,John,115,2006-08-28T15:00:00Z,2006-09-04T15:00:00Z
EP112007,Henriette,75,2007-08-30T21:00:00Z,2007-09-06T09:00:00Z
EP112008,Julio,45,2008-08-23T15:00:00Z,2008-08-26T15:00:00Z
EP112009,Hilda,40,2009-08-22T15:00:00Z,2009-08-23T15:00:00Z
EP112010,Eleven-E,30,2010-09-03T23:00:00Z,2010-09-04T15:00:00Z
EP112011,Irwin,80,2011-10-06T09:00:00Z,2011-10-17T03:00:00Z
EP112012,Kristy,50,2012-09-12T15:00:00Z,2012-09-17T15:00:00Z
EP112013,Kiko,60,2013-08-31T03:00:00Z,2013-09-02T21:00:00Z
EP112014,Karina,70,2014-08-13T03:00:00Z,2014-08-27T03:00:00Z
EP112015,Eleven-E,30,2015-08-16T03:00:00Z,2015-08-18T09:00:00Z
EP112016,Javier,55,2016-08-07T09:00:00Z,2016-08-09T21:00:00Z
EP121998,Twelve-E,30,1998-10-01T21:00:00Z,1998-10-03T03:00:00Z
EP121999,Greg,65,1999-09-05T16:00:00Z,1999-09-09T15:00:00Z
EP122000,John,NA,2000-08-28T17:00:00Z,2000-09-01T21:00:00Z
EP122001,Kiko,65,2001-09-22T03:00:00Z,2001-09-25T21:00:00Z
EP122002,Iselle,60,2002-09-15T09:00:00Z,2002-09-20T15:00:00Z
EP122003,Linda,65,2003-09-14T09:00:00Z,2003-09-17T21:00:00Z
EP122004,Isis,65,2004-09-08T09:00:00Z,2004-09-17T09:00:00Z
EP122005,Lidia,40,2005-09-17T15:00:00Z,2005-09-19T03:00:00Z
EP122006,Kristy,65,2006-08-30T05:00:00Z,2006-09-08T03:00:00Z
EP122007,Ivo,70,2007-09-18T17:00:00Z,2007-09-23T21:00:00Z
EP122008,Karina,35,2008-09-02T16:00:00Z,2008-09-03T15:00:00Z
EP122009,Ignacio,45,2009-08-24T21:00:00Z,2009-08-27T15:00:00Z
EP122010,Georgette,35,2010-09-21T12:00:00Z,2010-09-23T03:00:00Z
EP122011,Twelve-E,30,2011-10-12T09:00:00Z,2011-10-13T03:00:00Z
EP122012,Lane,70,2012-09-15T15:00:00Z,2012-09-19T15:00:00Z
EP122013,Lorena,40,2013-09-05T09:00:00Z,2013-09-08T03:00:00Z
EP122014,Lowell,65,2014-08-18T03:00:00Z,2014-08-24T03:00:00Z
EP122015,Ignacio,80,2015-08-25T03:00:00Z,2015-08-27T15:00:00Z
EP122016,Kay,45,2016-08-18T21:00:00Z,2016-08-23T21:00:00Z
EP131998,Kay,65,1998-10-13T03:00:00Z,1998-10-17T03:00:00Z
EP131999,Hilary,65,1999-09-17T16:00:00Z,1999-09-21T21:00:00Z
EP132000,Kristy,35,2000-08-31T21:00:00Z,2000-09-03T03:00:00Z
EP132001,Lorena,50,2001-10-02T03:00:00Z,2001-10-04T21:00:00Z
EP132002,Julio,35,2002-09-25T15:00:00Z,2002-09-26T18:00:00Z
EP132003,Marty,85,2003-09-19T03:00:00Z,2003-09-24T15:00:00Z
EP132004,Javier,130,2004-09-10T21:00:00Z,2004-09-19T15:00:00Z
EP132005,Max,70,2005-09-18T18:00:00Z,2005-09-22T15:00:00Z
EP132006,Lane,110,2006-09-13T21:00:00Z,2006-09-17T15:00:00Z
EP132007,Thirteen-E,30,2007-09-19T17:00:00Z,2007-09-20T21:00:00Z
EP132008,Lowell,50,2008-09-07T03:00:00Z,2008-09-12T03:00:00Z
EP132009,Jimena,135,2009-08-29T03:00:00Z,2009-09-04T21:00:00Z
EP132011,Kenneth,125,2011-11-19T21:00:00Z,2011-11-25T15:00:00Z
EP132012,Miriam,105,2012-09-22T03:00:00Z,2012-09-28T03:00:00Z
EP132013,Manuel,65,2013-09-13T15:00:00Z,2013-09-20T03:00:00Z
EP132014,Marie,140,2014-08-22T03:00:00Z,2014-08-29T09:00:00Z
EP132015,Jimena,130,2015-08-26T21:00:00Z,2015-09-09T03:00:00Z
EP132016,Lester,120,2016-08-24T21:00:00Z,2016-08-31T21:00:00Z
EP141998,Lester,100,1998-10-15T03:00:00Z,1998-10-26T15:00:00Z
EP141999,Irwin,50,1999-10-08T21:00:00Z,1999-10-11T03:00:00Z
EP142000,Lane,85,2000-09-05T15:00:00Z,2000-09-14T03:00:00Z
EP142001,Fourteen-E,30,2001-10-03T09:00:00Z,2001-10-04T03:00:00Z
EP142002,Kenna,145,2002-10-22T03:00:00Z,2002-10-26T03:00:00Z
EP142003,Nora,90,2003-10-01T21:00:00Z,2003-10-09T09:00:00Z
EP142004,Kay,40,2004-10-04T21:00:00Z,2004-10-06T15:00:00Z
EP142005,Norma,55,2005-09-23T05:00:00Z,2005-09-27T09:00:00Z
EP142006,Miriam,40,2006-09-16T12:00:00Z,2006-09-18T15:00:00Z
EP142007,Juliette,45,2007-09-29T09:00:00Z,2007-10-02T03:00:00Z
EP142008,Marie,70,2008-10-01T09:00:00Z,2008-10-06T21:00:00Z
EP142009,Kevin,45,2009-08-29T15:00:00Z,2009-09-01T21:00:00Z
EP142012,Norman,40,2012-09-28T15:00:00Z,2012-09-29T21:00:00Z
EP142013,Narda,55,2013-10-06T21:00:00Z,2013-10-10T15:00:00Z
EP142014,Norbert,105,2014-09-02T15:00:00Z,2014-09-08T09:00:00Z
EP142015,Kevin,50,2015-08-31T21:00:00Z,2015-09-05T15:00:00Z
EP142016,Madeline,50,2016-08-26T21:00:00Z,2016-08-28T03:00:00Z
EP151998,Madeline,75,1998-10-16T12:00:00Z,1998-10-20T03:00:00Z
EP152000,Miriam,NA,2000-09-15T21:00:00Z,2000-09-17T21:00:00Z
EP152001,Manuel,45,2001-10-10T21:00:00Z,2001-10-18T03:00:00Z
EP152002,Lowell,40,2002-10-22T21:00:00Z,2002-10-25T21:00:00Z
EP152003,Olaf,65,2003-10-03T15:00:00Z,2003-10-08T03:00:00Z
EP152004,Lester,45,2004-10-11T21:00:00Z,2004-10-13T21:00:00Z
EP152005,Otis,90,2005-09-28T09:00:00Z,2005-10-03T21:00:00Z
EP152006,Norman,45,2006-10-09T04:00:00Z,2006-10-15T21:00:00Z
EP152007,Kiko,60,2007-10-15T03:00:00Z,2007-10-23T21:00:00Z
EP152008,Norbert,115,2008-10-04T03:00:00Z,2008-10-12T15:00:00Z
EP152009,Linda,75,2009-09-07T09:00:00Z,2009-09-12T03:00:00Z
EP152012,Olivia,50,2012-10-06T15:00:00Z,2012-10-09T09:00:00Z
EP152013,Octave,55,2013-10-13T03:00:00Z,2013-10-15T21:00:00Z
EP152014,Odile,115,2014-09-10T09:00:00Z,2014-09-17T21:00:00Z
EP152015,Linda,110,2015-09-06T03:00:00Z,2015-09-10T21:00:00Z
EP152016,Newton,80,2016-09-04T21:00:00Z,2016-09-07T21:00:00Z
EP162000,Norman,40,2000-09-20T03:00:00Z,2000-09-22T21:00:00Z
EP162001,Narda,75,2001-10-20T15:00:00Z,2001-10-23T21:00:00Z
EP162002,Sixteen-E,30,2002-11-14T04:00:00Z,2002-11-16T03:00:00Z
EP162003,Patricia,70,2003-10-20T16:30:00Z,2003-10-26T03:00:00Z
EP162004,Sixteen-E,30,2004-10-25T22:00:00Z,2004-10-26T15:00:00Z
EP162005,Sixteen-E,30,2005-10-15T03:00:00Z,2005-10-20T21:00:00Z
EP162006,Olivia,40,2006-10-09T21:00:00Z,2006-10-12T21:00:00Z
EP162008,Odile,55,2008-10-08T21:00:00Z,2008-10-12T21:00:00Z
EP162009,Marty,40,2009-09-16T11:30:00Z,2009-09-19T21:00:00Z
EP162012,Paul,105,2012-10-13T21:00:00Z,2012-10-17T21:00:00Z
EP162013,Priscilla,40,2013-10-14T09:00:00Z,2013-10-17T03:00:00Z
EP162014,Sixteen-E,30,2014-09-11T15:30:00Z,2014-09-15T03:00:00Z
EP162015,Sixteen-E,30,2015-09-20T21:00:00Z,2015-09-21T21:00:00Z
EP162016,Orlene,95,2016-09-11T03:00:00Z,2016-09-17T03:00:00Z
EP172000,Olivia,55,2000-10-02T15:00:00Z,2000-10-10T09:00:00Z
EP172001,Octave,75,2001-10-31T03:00:00Z,2001-11-03T21:00:00Z
EP172006,Paul,95,2006-10-21T09:00:00Z,2006-10-26T09:00:00Z
EP172008,Seventeen-E,30,2008-10-23T16:15:00Z,2008-10-24T21:00:00Z
EP172009,Nora,50,2009-09-23T03:00:00Z,2009-09-25T09:00:00Z
EP172012,Rosa,50,2012-10-30T10:00:00Z,2012-11-04T21:00:00Z
EP172013,Raymond,110,2013-10-20T03:00:00Z,2013-10-30T15:00:00Z
EP172014,Polo,65,2014-09-16T09:00:00Z,2014-09-22T15:00:00Z
EP172015,Marty,70,2015-09-26T21:00:00Z,2015-10-01T09:00:00Z
EP172016,Paine,80,2016-09-18T03:00:00Z,2016-09-21T03:00:00Z
EP182000,Paul,35,2000-10-25T21:00:00Z,2000-10-29T03:00:00Z
EP182006,Eighteen-E,30,2006-10-26T15:00:00Z,2006-10-28T03:00:00Z
EP182008,Polo,35,2008-11-02T21:00:00Z,2008-11-05T03:00:00Z
EP182009,Olaf,40,2009-10-01T15:00:00Z,2009-10-04T03:00:00Z
EP182013,Sonia,40,2013-11-01T09:00:00Z,2013-11-04T15:00:00Z
EP182014,Rachel,75,2014-09-24T15:00:00Z,2014-09-30T21:00:00Z
EP182015,Nora,45,2015-10-09T15:00:00Z,2015-10-11T03:00:00Z
EP182016,Roslyn,45,2016-09-25T17:00:00Z,2016-09-29T15:00:00Z
EP192000,Rosa,55,2000-11-03T21:00:00Z,2000-11-08T15:00:00Z
EP192006,Rosa,35,2006-11-08T09:00:00Z,2006-11-10T21:00:00Z
EP192009,Patricia,50,2009-10-11T21:00:00Z,2009-10-14T09:00:00Z
EP192014,Simon,115,2014-10-01T21:00:00Z,2014-10-08T03:00:00Z
EP192015,Olaf,120,2015-10-15T03:00:00Z,2015-10-27T15:00:00Z
EP192016,Ulika,65,2016-09-26T15:00:00Z,2016-09-29T15:00:00Z
EP202006,Twenty-E,30,2006-11-11T09:00:00Z,2006-11-11T21:00:00Z
EP202009,Rick,155,2009-10-15T21:00:00Z,2009-10-21T21:00:00Z
EP202014,Trudy,50,2014-10-17T21:00:00Z,2014-10-19T03:00:00Z
EP202015,Patricia,175,2015-10-20T15:00:00Z,2015-10-24T21:00:00Z
EP202016,Seymour,130,2016-10-23T09:00:00Z,2016-10-28T09:00:00Z
EP212006,Sergio,95,2006-11-14T05:00:00Z,2006-11-20T21:00:00Z
EP212014,Vance,95,2014-10-30T09:00:00Z,2014-11-05T21:00:00Z
EP212015,Rick,35,2015-11-18T16:00:00Z,2015-11-22T21:00:00Z
EP212016,Tina,35,2016-11-14T03:00:00Z,2016-11-15T03:00:00Z
EP222015,Sandra,125,2015-11-23T21:00:00Z,2015-11-28T15:00:00Z
EP222016,Otto,55,2016-11-25T09:00:00Z,2016-11-26T21:00:00Z
EP901998,Howard,40,1998-08-21T03:00:00Z,1998-08-21T03:00:00Z
EP901999,Four-E,30,1999-07-23T09:00:00Z,1999-07-23T09:00:00Z
